video_id,vllm_description,label
V8aSo2sQ13E,"This thumbnail features a collage of four images of what appears to be Pakistani television personalities or public figures, accompanied by Urdu text in yellow and blue banners at the top and bottom, with the overall layout suggesting sensational or dramatic content typical of clickbait-style YouTube thumbnails.",1
3awRSNFHV1s,"A young person in a blue and yellow sports jersey smiles at the camera on the left side, while an arrow points to a modern luxury mansion with a gold Rolls-Royce parked in front, with ""$300,000"" displayed in large yellow text at the top of the image.",1
8vXabW4z3yY,"The thumbnail shows a soccer player in a dark blue KAFD jersey with an upset expression on the left side, with quoted text reading ""I'm leaving..."" overlaid, while a circled inset image on the right displays the same player gesturing with arms spread wide on the field, suggesting a dramatic moment or departure from a match.",1
JCAzRtrM4dE,"The thumbnail shows a confrontational moment between a male player in an Argentina white-and-blue striped jersey and a female player wearing a maroon West Ham United jersey with ""LEHMANN 7"" on the back, with a text overlay reading ""STOP CRYING!"" in yellow and black lettering, set against a green grass field background.",1
4988AkcIooE,"A player in a yellow Brazilian national team jersey stands behind a woman in a white goalkeeper uniform who is bending forward on a football pitch, with a scoreboard showing ""BRA 2 - 0 SRB"" visible in the top left corner of the image.",1
i96Tc2HjSXU,"A shocked-looking footballer wearing an Argentina national team jersey has a soccer ball balanced on his head against a bright green background, with a red ""BANNED"" stamp displayed in the upper left corner.",1
ErXhQGf4ijU,"The image shows a fake news-style headline overlay featuring Lionel Messi in a Paris Saint-Germain jersey surrounded by two police officers in British uniforms, with red ""NEW DEVELOPMENTS"" and ""CNN"" banners displaying text claiming ""LIONEL MESSI ARRESTED IN PARIS,"" while Messi displays a shocked or confused facial expression against a bright green background.",1
J-x4ia69YEQ,"A man with a shocked, wide-mouthed expression of surprise looks directly at the camera while a dramatic scene of two cars (one bright green, one purple/magenta) engulfed in massive flames and explosions unfolds behind him on a city street.",1
L_q-2Ov2Gnw,"A football player wearing a red and blue striped jersey is lying on the ground in an exaggerated prone position with multiple soccer balls stacked vertically on his back, while a large red downward arrow points to the scene against a bright green background, suggesting a clickbait-style video about football tricks or challenges.",1
Tw8fBZt66P0,"A shocked man wearing a red shirt and cap reacts with an open-mouthed expression of surprise while looking at an image of a shirtless young child performing an impressive plank position on a pull-up bar, with red arrows pointing to draw attention to the child's muscular physique.",1
YaY5V9TCO0A,"A shocked man with wide eyes and open mouth wearing a red shirt and dark cap is reacting with surprise to an image of a young boy posing next to an enormous great white shark beached on the sand at the ocean's edge, with a red arrow pointing to the shark.",1
ut-1yFa6WYo,"A man in a red shirt and cap points at a young child in a blue shirt who appears upset or crying, standing next to a large hole in a white wall with colorful drawings and paint marks around it, suggesting a video about parenting or child behavior reactions.",1
Fonk0QN6JSw,"# Description

A silhouetted figure in the foreground wears headphones and gazes upward at a luminous, jellyfish-like creature glowing with green and blue bioluminescent light in what appears to be an underwater or deep-sea environment.",1
hivKxdUky0I,"# Image Description

A person in a red and gold suit is depicted falling or flying through the air outside an airplane window, with a landscape visible far below, creating a dramatic action scene viewed through the aircraft's porthole.",1
2jb1CBqFE1A,"Two soccer players are shown in a confrontational moment on the field, with one player appearing to shout at the other, while a red text box in the upper right corner displays ""GO HOME"" to sensationalize the conflict.",1
PxY5bAB9-gk,"A man with an exaggerated shocked and excited facial expression is gripping metal bars in front of him, wearing an orange and yellow flame-patterned shirt, with his mouth wide open as if screaming or reacting dramatically to something off-camera.",1
qQ6YsKRX6cE,"A person with blonde hair wearing a bright red and orange jacket displays an exaggerated shocked or surprised expression while holding a mugshot-style nameplate that reads ""HAALAND"" with the ID number ""009009009"" against a height measurement background.",1
L85TZYbbqJE,"The image shows a football/soccer-themed thumbnail with a player in a red Manchester United jersey on the right side gesturing toward a circled ball in the center, while a referee in dark clothing stands on the left, set against a bright green background typical of YouTube sports content.",1
MY46FJ-6OIU,"The thumbnail shows two soccer players on a bright green field: one in an Argentina blue-and-white striped jersey with his arms raised in celebration, and another player in a white jersey on his knees with an emotional expression, with a red arrow pointing toward him to draw attention to the dramatic moment.",1
VAU3omfnemA,"A shocked man with an open mouth expression wearing an Argentina jersey is shown on the left side, with a red arrow pointing to a gravestone marked with the number ""10"" on the right side of the image, suggesting a dramatic or sensational video topic related to the number 10 (likely referencing Messi's iconic jersey number).",1
K-vFXJfCes8,"A man in a bright red/orange shirt holds a mugshot-style placard reading ""RONALDO"" with the ID number ""007007007"" while making a surprised or shocked facial expression against a white lined background, styled as a parody mugshot.",1
